ACLY CS 0.03473799853189138
ACTA1 AFDN 0.022371069995975653
ACTA1 AP2A1 0.602869506527696
ACTA1 AP2A2 0.522601873684076
ACTA1 ARPC1B 0.5871261493507801
ACTA1 ARPC5L 0.5526858083062907
ACTA1 ARPC5 0.5871261493507801
ACTA1 CDH11 0.061802399306106384
ACTA1 CDH13 0.6013103012879999
ACTA1 CDH15 0.5536244390346479
ACTA1 CDH16 0.5536244390346479
ACTA1 CDH17 0.5533786010022532
ACTA1 CDH1 0.6054337270389678
ACTA1 CDH23 0.6060256328506125
ACTA1 CDH2 0.5536244390346479
ACTA1 CDH3 0.06545471736698029
ACTA1 CDH4 0.061802399306106384
ACTA1 CDH5 0.6013103012879999
ACTA1 CDH6 0.061802399306106384
ACTA1 CDH8 0.061802399306106384
ACTA1 CDH9 0.0310476364131061
ACTA1 CDHR1 0.06611148007499854
ACTA1 CDHR2 0.6013103012879999
ACTA1 CELSR3 0.6013103012879999
ACTA1 CLTB 0.5579169568700657
ACTA1 CTAGE4 0.02968761855708801
ACTA1 CTNNB1 0.44350081498409355
ACTA1 FAT1 0.5536244390346479
ACTA1 HIP1R 0.6704888205285197
ACTA1 HIP1 0.6173996121023857
ACTA1 HTT 0.6034060744813384
ACTA1 IFT57 0.6108207342169782
ACTA1 JUP 0.022105705438501048
ACTA1 MYH10 0.5378995768087431
ACTA1 MYH11 0.5569049842091588
ACTA1 MYH13 0.637925606601517
ACTA1 MYH15 0.01567308433962653
ACTA1 MYH1 0.6762173166698504
ACTA1 MYH2 0.6848902669413885
ACTA1 MYH4 0.637925606601517
ACTA1 MYH6 0.637925606601517
ACTA1 MYH7B 0.5569049842091588
ACTA1 MYH7 0.6848902669413885
ACTA1 MYH8 0.637925606601517
ACTA1 MYH9 0.5439435258978423
ACTA1 MYO10 0.5654471269917366
ACTA1 MYO16 0.5544319554431232
ACTA1 MYO18A 0.5427707179259122
ACTA1 MYO18B 0.01567308433962653
ACTA1 MYO1B 0.5654471269917366
ACTA1 MYO1C 0.5654471269917366
ACTA1 MYO1D 0.03782522712663776
ACTA1 MYO1E 0.5652467720777581
ACTA1 MYO1F 0.5515603354529487
ACTA1 MYO3A 0.571866958682452
ACTA1 MYO3B 0.04715865535018205
ACTA1 MYO5A 0.5426837922211886
ACTA1 MYO5B 0.5426837922211886
ACTA1 MYO6 0.5544319554431232
ACTA1 MYO7A 0.5654471269917366
ACTA1 MYO7B 0.5654471269917366
ACTA1 MYO9A 0.5544319554431232
ACTA1 NECTIN1 0.5517853908825189
ACTA1 PCDH10 0.061802399306106384
ACTA1 PCDH11X 0.061802399306106384
